,Unnamed: 0,식당명,별점,구,주소,전화번호,음식종류,가격대,주차,영업시간,메뉴,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
445,445,마곡테이블,3.8,강서구,서울특별시 강서구 마곡중앙6로 63 테크노타워 1F 107호,070-8802-4010,음식 종류 기타 양식,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 22:00'],0,2022-07-12,괜찮다,7,6.0,1.0,0.0
446,446,냐항바바바,3.8,강서구,서울특별시 강서구 화곡로64길 16,02-6013-0555,음식 종류 베트남 음식,가격대 만원 미만,주차 주차공간없음,['11:00 - 23:00'],0,2022-02-04,맛있다,12,6.0,5.0,1.0
447,447,익스큐즈미,3.8,강서구,서울특별시 강서구 마곡동로 56 건와빌딩,070-4247-2019,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,['07:00 - 23:00'],0,2022-07-20,맛있다,8,5.0,3.0,0.0
448,448,저스트텐동,3.8,강서구,서울특별시 강서구 마곡중앙6로 42 사이언스타 1F,010-2437-0817,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원-2만원,0,0,0,2022-03-03,맛있다,7,5.0,2.0,0.0
449,449,나오키,3.7,강서구,서울특별시 강서구 강서로56가길 45 1F,010-6387-9321,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능,"['화-금: 18:00 - 22:00', '토-일: 12:00 - 22:00']","['오마카세', '88,000원', 'Take out (15pcs)', '40,000원']",2021-09-23,맛있다,17,9.0,3.0,5.0
450,450,스시사라,3.7,강서구,서울특별시 강서구 마곡동로 55 1F 101호,02-2084-7036,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능,['11:30 - 21:30'],"['런치오마카세', '40,000원', '디너오마카세', '80,000원']",2022-08-08,맛있다,13,8.0,2.0,3.0
451,451,고성막국수,3.7,강서구,서울특별시 강서구 방화대로49길 6-7,02-2665-1205,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 주차공간없음,['11:30 - 20:00'],"['동치미막국수', '9,000원', '비빔막국수', '10,000원', '편육 (소)', '24,000원', '편육 (대)', '29,000원']",2021-10-07,맛있다,27,16.0,9.0,2.0
452,452,스시금강,3.7,강서구,서울특별시 강서구 마곡동로3길 6 NY타워 1F 102호,0507-1423-7004,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능,['11:30 - 22:00'],"['런치 오마카세', '50,000원', '디너 오마카세', '80,000원', '스페셜 오마가세', '110,000원']",2022-02-14,맛있다,8,3.0,4.0,1.0
453,453,소바트럭,3.7,강서구,서울특별시 강서구 화곡로68길 36 110호,02-3662-7227,음식 종류 라멘 / 소바 / 우동,가격대 만원 미만,주차 무료주차 가능,"['월-금: 11:30 - 24:00', '토: 12:00 - 24:00', '일: 12:00 - 23:00']",0,2022-07-16,맛있다,23,15.0,6.0,2.0
454,454,더블랙,3.7,강서구,서울특별시 강서구 공항대로 269-15 힐스테이트 에코마곡 2F 214호,02-2668-3885,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,"['월-토: 16:00 - 01:00', '일: 16:00 - 22:00']",0,2021-12-02,맛있다,14,9.0,4.0,1.0
455,455,홍린,3.7,강서구,서울특별시 강서구 우장산로15길 25,02-2608-6556,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 22:00'],0,2021-07-07,맛있다,15,8.0,7.0,0.0
456,456,닥터로빈,3.7,강서구,서울특별시 강서구 공항대로 396 귀뚜라미사옥빌딩,02-2693-3110,음식 종류 이탈리안,가격대 만원-2만원,주차 유료주차 가능,"['월-금: 09:00 - 21:30', '토-일: 10:00 - 21:00']",0,2021-07-15,맛있다,24,18.0,4.0,2.0
457,457,옛날한우곱창전문,3.7,강서구,서울특별시 강서구 공항대로59길 36,02-2654-8026,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['15:00 - 24:00'],0,2021-10-13,괜찮다,18,12.0,4.0,2.0
458,458,동양식당,3.7,강서구,서울특별시 강서구 마곡중앙5로1길 20 2F,02-2093-6633,음식 종류 퓨전 한식,가격대 만원 미만,주차 무료주차 가능,['10:00 - 21:00'],0,2022-01-13,괜찮다,19,12.0,5.0,2.0
459,459,안영자면옥,3.6,강서구,서울특별시 강서구 마곡중앙4로 22,02-6338-6686,음식 종류 국수 / 면 요리,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 21:00'],0,2022-03-09,괜찮다,6,3.0,2.0,1.0
460,460,광화문살롱,3.6,강서구,서울특별시 강서구 공항대로45길 63,02-2668-3966,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['08:00 - 23:00'],0,2022-02-18,맛있다,18,8.0,6.0,4.0
461,461,강릉엄지네꼬막집,3.6,강서구,서울특별시 강서구 공항대로 291,02-3663-6053,음식 종류 전통 주점 / 포차,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 23:00'],0,2022-05-10,맛있다,18,11.0,7.0,0.0
462,462,맹순이꽃게아구찜,3.6,강서구,서울특별시 강서구 공항대로 272,02-3661-6570,음식 종류 해산물 요리,가격대 만원-2만원,주차 무료주차 가능,['10:30 - 22:00'],0,2022-07-01,맛있다,10,5.0,4.0,1.0
463,463,심야식당켬,3.6,강서구,서울특별시 강서구 마곡중앙로 161-1 롯데캐슬파크 226호,010-3267-3083,음식 종류 전통 주점 / 포차,가격대 2만원-3만원,0,0,0,2022-07-31,괜찮다,6,3.0,3.0,0.0
464,464,서울미트볼,3.6,강서구,서울특별시 강서구 화곡로68길 15 아벨테크노 108호,02-3456-2655,음식 종류 스테이크 / 바베큐,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-26,맛있다,7,4.0,2.0,1.0
465,465,똑순이막국수,3.5,강서구,서울특별시 강서구 강서로47길 19 발산상가,02-2064-2626,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 무료주차 가능,['11:00 - 21:30'],0,2021-02-18,괜찮다,26,14.0,8.0,4.0
466,466,유림,3.5,강서구,서울특별시 강서구 공항대로71길 5,02-3665-3930,음식 종류 닭 / 오리 요리,가격대 2만원-3만원,주차 무료주차 가능,['11:30 - 22:00'],0,2022-03-19,맛있다,48,27.0,9.0,12.0
467,467,목동분식,3.5,강서구,서울특별시 강서구 강서로45라길 36,02-2662-4180,음식 종류 기타 한식,가격대 만원 미만,주차 주차공간없음,['11:00 - 20:00'],"['떡볶이', '3,000원', '쫄볶이', '3,000원']",2021-07-15,괜찮다,67,45.0,15.0,7.0
468,468,뚜스뚜스,3.5,강서구,서울특별시 강서구 공항대로45길 92,02-3663-0000,음식 종류 베이커리,가격대 만원 미만,주차 유료주차 가능 매장이용시 2시간 무료,['07:00 - 01:00'],0,2022-07-24,괜찮다,16,11.0,3.0,2.0
469,469,오남매닭갈비,3.5,강서구,서울특별시 강서구 마곡중앙5로 6,010-8100-3400,음식 종류 닭 / 오리 요리,가격대 만원-2만원,주차 무료주차 가능,['14:00 - 23:45'],0,2022-06-21,맛있다,15,10.0,2.0,3.0
470,470,인라이크,3.5,강서구,서울특별시 강서구 양천로30길 103,010-2650-5938,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-03-06,맛있다,11,8.0,2.0,1.0
471,471,탄탄면공방,3.5,강서구,서울특별시 강서구 공항대로 269-15 에코마곡힐스테이트 123호,070-8836-8598,음식 종류 기타 중식,가격대 만원 미만,주차 유료주차 가능,['11:00 - 21:30'],0,2022-07-08,맛있다,9,5.0,2.0,2.0
472,472,헤븐온탑,3.4,강서구,서울특별시 강서구 하늘길 38,02-6116-5763,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,['10:30 - 22:00'],"['아메리카노', '5,200원']",2022-05-29,괜찮다,23,10.0,8.0,5.0
473,473,카이조쿠,3.4,강서구,서울특별시 강서구 마곡중앙6로 16 마곡지엠지타워 108호,02-6952-5008,음식 종류 라멘 / 소바 / 우동,가격대 만원 미만,주차 유료주차 가능 1시간 무료,['11:00 - 21:00'],0,2022-08-09,별로,37,22.0,12.0,3.0
474,474,하롱하롱,3.4,강서구,서울특별시 강서구 마곡서로 152,02-6989-9955,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,"['월-금: 10:00 - 21:30', '토-일: 11:00 - 20:00']",0,2021-09-30,괜찮다,17,8.0,9.0,0.0
475,475,능라도,3.4,강서구,서울특별시 강서구 마곡동로 56 건와빌딩 2F,02-6958-8939,음식 종류 국수 / 면 요리,가격대 만원-2만원,0,0,0,2021-10-14,맛있다,18,10.0,4.0,4.0
476,476,파파노다이닝,3.4,강서구,서울특별시 강서구 마곡서로 170 103호,02-6735-0604,음식 종류 정통 일식 / 일반 일식,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-28,괜찮다,7,2.0,5.0,0.0
477,477,브런치팩토리,3.4,강서구,서울특별시 강서구 마곡중앙로 36 엠밸리15단지 상가 102호,070-4136-2631,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,주차 무료주차 가능,['08:30 - 21:30'],0,2022-06-01,맛있다,11,4.0,4.0,3.0
478,478,김종용누룽지통닭,3.4,강서구,서울특별시 강서구 화곡로 113,02-6405-9292,음식 종류 닭 / 오리 요리,가격대 만원 미만,0,0,0,2022-05-01,괜찮다,8,4.0,3.0,1.0
479,479,백소정,3.3,강서구,서울특별시 강서구 마곡중앙6로 66 퀸즈파크텐 A동 2F 203호,02-6411-9555,음식 종류 까스 요리,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 21:00'],0,2022-07-20,괜찮다,16,7.0,8.0,1.0
480,480,경양카츠,3.3,강서구,서울특별시 강서구 마곡중앙6로 45 1F 127호,070-7543-6030,음식 종류 까스 요리,가격대 만원-2만원,메뉴,0,0,2022-08-08,맛있다,8,6.0,1.0,1.0
481,481,딘타이펑,3.2,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,02-6116-5537,음식 종류 딤섬 / 만두,가격대 만원-2만원,주차 유료주차 가능,['10:30 - 22:00'],0,2022-02-24,괜찮다,22,8.0,10.0,4.0
482,482,맛찬들왕소금구이,3.2,강서구,서울특별시 강서구 강서로 375-7,02-3661-5026,음식 종류 고기 요리,가격대 만원-2만원,주차 발렛,"['월-토: 12:00 - 01:00', '일: 12:00 - 24:00']","['삼겹살 (150g)', '16,000원', '목살 (150g)', '16,000원', '특수부위 (150g)', '17,000원', '암소한우등심 (150g)', '38,000원']",2022-02-09,맛있다,33,18.0,12.0,3.0
483,483,토끼정,3.2,강서구,서울특별시 강서구 마곡동로 55 마커스빌딩 2F,02-6908-4900,음식 종류 정통 일식 / 일반 일식,가격대 만원-2만원,주차 유료주차 가능 지하주차장 이용가능,['11:00 - 22:00'],0,2022-08-08,맛있다,21,8.0,10.0,3.0
484,484,망향비빔국수,3.2,강서구,서울특별시 강서구 양천로 716 신한빌딩,02-2659-6599,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],0,2021-04-27,괜찮다,16,9.0,6.0,1.0
485,485,공항칼국수,3.1,강서구,서울특별시 강서구 공항대로 18-1,02-2664-9748,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 주차공간없음,['09:00 - 22:00'],0,2022-01-20,맛있다,39,16.0,11.0,12.0
486,486,울림,2.9,강서구,서울특별시 강서구 마곡중앙로 76 126호,010-9191-5745,음식 종류 퓨전 일식,가격대 만원-2만원,주차 유료주차 가능,['11:30 - 21:00'],0,2022-06-01,별로,7,1.0,4.0,2.0
487,487,가츠라,2.6,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,02-6116-4000,음식 종류 까스 요리,가격대 만원-2만원,주차 유료주차 가능,['10:30 - 22:00'],0,2022-06-09,괜찮다,10,0.0,4.0,6.0
488,488,다온나루,,강서구,부산광역시 강서구 범방3로46번길 21,051-832-1771,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2021-08-22,맛있다,8,8.0,0.0,0.0
489,489,마산아구찜,,강서구,서울특별시 강서구 금낭화로 135 금강프라자,02-2665-1527,음식 종류 해산물 요리,가격대 2만원-3만원,주차 무료주차 가능,['10:00 - 22:00'],0,2022-06-28,맛있다,4,4.0,0.0,0.0
490,490,OK도매횟집,,강서구,부산광역시 강서구 명지국제12로11번길 10-4,051-207-7737,음식 종류 해산물 요리,가격대 3만원-4만원,0,0,0,2022-07-27,맛있다,1,1.0,0.0,0.0
491,491,모닐이네하우스,,강서구,서울특별시 강서구 양천로 344 A동 113호,0507-1385-9331,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,1 일 전,맛있다,51,51.0,0.0,0.0
492,492,이오카츠,,강서구,서울특별시 강서구 공항대로 164 류마타워1차 122-3호,02-2662-4187,음식 종류 까스 요리,가격대 만원 미만,0,0,0,2020-06-01,맛있다,1,1.0,0.0,0.0
493,493,사보텐,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,02-6116-5701,음식 종류 까스 요리,가격대 만원 미만,주차 무료주차 가능,['10:00 - 22:00'],"['차돌니꾸 우동정식', '14,500원', '카츠동정식', '13,500원', '사보텐정식', '16,000원', '김치카츠나베', '14,000원', '제주 흑돈 카츠 (로스)', '16,500원']",2021-04-28,맛있다,11,3.0,7.0,1.0
494,494,우니크,,강서구,서울특별시 강서구 마곡동로3길 6 NY타워 11F,0507-1315-7931,음식 종류 고기 요리,가격대 4만원 이상,주차 무료주차 가능,"['화-금: 17:00 - 22:00', '토-일: 13:00 - 22:00']","['프리미엄 런치', '70,000원', '프라이빗 런치', '100,000원', '프리미엄 디너', '200,000원', '프라이빗 디너', '230,000원']",2021-09-10,별로,4,2.0,1.0,1.0
495,495,우학면옥,,강서구,서울특별시 강서구 공항대로 261 발산파크프라자 208호,02-6341-5341,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],0,2022-08-03,맛있다,8,7.0,1.0,0.0
496,496,도일처,,강서구,서울특별시 강서구 개화동로 567,02-2662-2322,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,주차 발렛,['11:00 - 21:00'],0,2021-07-11,맛있다,16,14.0,0.0,2.0
497,497,코끼리만두,4.3,강서구,서울특별시 강서구 공항대로51길 27,02-3662-1215,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원 미만,주차 주차공간없음,['09:30 - 19:30'],0,2020-07-24,괜찮다,17,11.0,5.0,1.0
498,498,녹지,,강서구,서울특별시 강서구 공항대로 247 퀸즈파크나인B동 131호,02-6421-9400,음식 종류 기타 중식,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-03-30,맛있다,3,2.0,1.0,0.0
499,499,80년전통 원조순대국,,강서구,서울특별시 강서구 방화대로6가길 34,02-2665-0843,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 무료주차 가능,['07:30 - 21:30'],0,2022-03-17,맛있다,14,7.0,3.0,4.0
500,500,도쿄하나,,강서구,서울특별시 강서구 공항대로 367,02-2668-0853,음식 종류 정통 일식 / 일반 일식,가격대 3만원-4만원,주차 무료주차 가능,['11:30 - 22:00'],0,2021-06-20,맛있다,6,5.0,0.0,1.0
501,501,사모님짬뽕,,강서구,서울특별시 강서구 금낭화로18길 10,02-2663-3397,음식 종류 정통 중식 / 일반 중식,가격대 만원 미만,주차 주차공간없음,['11:00 - 21:00'],0,2022-02-11,맛있다,13,10.0,2.0,1.0
502,502,박가부대,,강서구,서울특별시 강서구 양천로 583 우림블루나인,02-2093-2988,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],"['수제햄부대찌개', '8,500원', '박가부대찌개', '7,000원', '김치부대찌개', '7,500원', '철판닭갈비', '9,000원', '치즈닭갈비', '10,000원']",2020-04-17,별로,7,4.0,0.0,3.0
503,503,봉래헌,,강서구,서울특별시 강서구 방화대로 94 메이필드 호텔 별관 한옥 1F,02-2660-9020,음식 종류 한정식 / 백반 / 정통 한식,가격대 4만원 이상,주차 무료주차 가능,['12:00 - 22:00'],"['점심상차림', '55,000원', '저녁한정식', '82,000원']",2022-07-24,별로,2,1.0,0.0,1.0
504,504,사이드쇼,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점,02-6116-5796,음식 종류 기타 한식,가격대 만원 미만,0,0,0,2021-02-09,괜찮다,12,2.0,7.0,3.0
505,505,매드포갈릭,,강서구,서울특별시 강서구 공항대로 236,02-2659-0889,음식 종류 이탈리안,가격대 2만원-3만원,주차 무료주차 가능,['11:30 - 22:00'],"['Caesar Salad', '19,500원', 'Garlicpeno Pasta', '24,800원', 'Garlic Sizzling Rice', '26,900원']",2021-07-15,맛있다,12,7.0,4.0,1.0
506,506,고드니,,강서구,서울특별시 강서구 마곡중앙로 161-1 캐슬파크 2F 220호,0507-1408-0027,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-02-20,맛있다,3,3.0,0.0,0.0
507,507,오즈테이블,,강서구,서울특별시 강서구 마곡중앙로 56 사이언스타워2 B1,0507-1484-0095,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,0,0,0,2021-09-11,맛있다,3,3.0,0.0,0.0
508,508,바틀리스트,,강서구,서울특별시 강서구 강서로 433 116호,070-8691-2133,음식 종류 치킨 / 호프 / 펍,가격대 만원-2만원,0,0,0,2022-06-20,맛있다,2,2.0,0.0,0.0
509,509,앙로고택,,강서구,부산광역시 강서구 식만로 122,0507-1313-7194,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,"['월-금: 11:00 - 21:00', '토-일: 11:00 - 22:00']","['아메리카노', '6,500원', '카페라떼', '7,000원', '시나몬라떼', '7,000원', '뱅쇼', '7,000원', '히비스커스', '7,000원']",2022-01-08,맛있다,1,1.0,0.0,0.0
510,510,이야시,,강서구,서울특별시 강서구 곰달래로 269,02-2644-2927,음식 종류 회 / 스시,가격대 만원-2만원,0,0,0,2022-06-16,맛있다,6,6.0,0.0,0.0
511,511,까롱파티,,강서구,서울특별시 강서구 강서로35길 20 102호,010-8671-5975,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['11:00 - 19:00'],0,2019-10-20,괜찮다,3,1.0,2.0,0.0
512,512,김치옥,,강서구,서울특별시 강서구 마곡중앙6로 65 지투프라자 2F,02-3663-2021,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2022-04-24,맛있다,4,3.0,1.0,0.0
513,513,일품한우,,강서구,서울특별시 강서구 마곡중앙로 161-22 2F,02-3663-8002,음식 종류 고기 요리,가격대 2만원-3만원,0,0,0,2021-06-09,맛있다,3,2.0,1.0,0.0
514,514,대가원식당,,강서구,서울특별시 강서구 공항대로 304 4F 401-405호,02-3662-3902,음식 종류 고기 요리,가격대 4만원 이상,주차 무료주차 가능,['11:00 - 22:30'],0,2018-05-09,별로,13,4.0,2.0,7.0
515,515,육화몽,,강서구,서울특별시 강서구 강서로 237,02-2601-6450,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,"['월-토: 11:30 - 23:00', '일: 12:00 - 22:00']",0,2021-11-07,맛있다,5,5.0,0.0,0.0
516,516,쉐드커피,4.7,강서구,서울특별시 강서구 마곡중앙6로 16 1F,010-8138-8438,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-05-23,맛있다,4,4.0,0.0,0.0
517,517,스시나오키,,강서구,서울특별시 강서구 마곡중앙6로 45 302호,0507-1362-9321,음식 종류 회 / 스시,가격대 4만원 이상,영업시간 18:00 - 00:30,['월'],"['오마카세 디너', '66,000원']",2021-12-30,별로,1,0.0,0.0,1.0
518,518,움라우트카페,,강서구,서울특별시 강서구 강서로33가길 52,02-6015-4689,음식 종류 카페 / 디저트,가격대 만원 미만,웹 사이트 식당 홈페이지로 가기,0,0,2022-08-10,맛있다,1,1.0,0.0,0.0
519,519,생어거스틴,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 MF,02-6116-5832,음식 종류 다국적 아시아 음식,가격대 만원-2만원,주차 유료주차 가능,['10:30 - 22:00'],"['똠양꿍', '18,000원', '텃만꿍', '12,000원', '나시고랭', '12,000원', '치킨그린커리', '16,000원', '왕새우팟타이', '16,000원']",2021-03-02,맛있다,9,5.0,2.0,2.0
520,520,파스타인카페,,강서구,서울특별시 강서구 마곡중앙2로 15 테크노타워2 201호,02-2135-8031,음식 종류 기타 양식,가격대 만원 미만,메뉴,0,0,2022-03-28,맛있다,8,8.0,0.0,0.0
521,521,스시카이시,,강서구,서울특별시 강서구 강서로 395 206호,070-4116-7285,음식 종류 회 / 스시,가격대 4만원 이상,0,0,0,2022-07-30,괜찮다,1,0.0,1.0,0.0
522,522,최윤진당진아구동태찜탕,,강서구,서울특별시 강서구 방화동로 90,02-877-7051,음식 종류 해산물 요리,가격대 만원-2만원,주차 무료주차 가능,['00:00 - 24:00'],0,0,0,0,,,
523,523,신선,,강서구,서울특별시 강서구 마곡동로 62 마곡 사이언스 타워 208호,02-3665-1982,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 22:00'],0,2021-07-15,괜찮다,13,5.0,2.0,6.0
524,524,도라무통즉석떡볶이,,강서구,서울특별시 강서구 곰달래로 163,02-2699-1888,음식 종류 기타 한식,가격대 만원 미만,주차 주차공간없음,['11:00 - 23:00'],0,2019-12-05,맛있다,12,11.0,1.0,0.0
525,525,안스베이커리,,강서구,서울특별시 강서구 하늘길 38 롯데몰 김포공항점 B2,02-6116-3058,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,['10:30 - 22:00'],0,2022-01-29,맛있다,10,7.0,2.0,1.0
526,526,다래정,,강서구,서울특별시 강서구 공항대로59길 20,02-6402-4823,음식 종류 고기 요리,가격대 만원-2만원,0,0,0,2022-06-19,맛있다,6,6.0,0.0,0.0
527,527,현이네초밥가게,,강서구,서울특별시 강서구 공항대로45길 44 청림오피스텔 1F,02-3661-2714,음식 종류 회 / 스시,가격대 만원-2만원,주차 유료주차 가능,"['월-금: 11:30 - 22:00', '토: 11:30 - 15:00']",0,2019-11-30,괜찮다,4,2.0,2.0,0.0
528,528,갈비생각,,강서구,서울특별시 강서구 강서로54길 42 1F,02-2063-1113,음식 종류 고기 요리,가격대 2만원-3만원,0,0,0,2022-03-01,맛있다,1,1.0,0.0,0.0
529,529,와인오픈,,강서구,서울특별시 강서구 마곡중앙6로 10 111호,0507-1351-6742,음식 종류 칵테일 / 와인,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-30,맛있다,1,1.0,0.0,0.0
530,530,가마솥한우국밥,,강서구,서울특별시 강서구 강서로 349,02-2663-7880,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,0,0,0,2021-11-23,맛있다,5,4.0,0.0,1.0
531,531,의성식당,,강서구,서울특별시 강서구 공항대로59가길 25-6,02-3663-1909,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원 미만,0,0,0,2021-06-10,괜찮다,3,1.0,1.0,1.0
532,532,일편등심,,강서구,서울특별시 강서구 마곡중앙로 171 프라이빗타워 2차 2F,02-6952-1098,음식 종류 고기 요리,가격대 3만원-4만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-07-19,맛있다,3,3.0,0.0,0.0
533,533,남춘네숯불닭갈비,,강서구,서울특별시 강서구 등촌로 47-1,02-2646-2668,음식 종류 닭 / 오리 요리,가격대 만원-2만원,0,0,0,0,0,2,2.0,0.0,0.0
534,534,오프레스트,,강서구,서울특별시 강서구 공항대로59길 64 상가1동,070-7786-1010,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2022-07-24,맛있다,2,2.0,0.0,0.0
535,535,삼부숯불구이,,강서구,서울특별시 강서구 공항대로 14,02-2664-6378,음식 종류 기타 한식,0,0,0,0,2019-07-24,맛있다,1,1.0,0.0,0.0
536,536,올바른분식,,강서구,서울특별시 강서구 마곡중앙6로 10 마곡역 센트럴푸르지오시티 112호,02-6494-1020,음식 종류 기타 한식,가격대 만원 미만,0,0,0,2022-05-16,맛있다,11,11.0,0.0,0.0
537,537,사랑방손칼국수,,강서구,서울특별시 강서구 국회대로 249-1,02-2648-1008,음식 종류 국수 / 면 요리,가격대 만원 미만,주차 무료주차 가능,['11:30 - 21:00'],"['손칼국수', '7,000원', '들깨칼국수', '8,000원', '팥칼국수', '9,000원', '동지팥죽', '9,000원', '냉콩국수', '9,000원']",2021-11-30,괜찮다,6,1.0,3.0,2.0
538,538,에머이,,강서구,서울특별시 강서구 마곡서로 152 두산더랜드타워 B동 108-109호,070-4006-1746,음식 종류 베트남 음식,가격대 만원 미만,주차 유료주차 가능,"['일-목: 11:00 - 22:30', '금-토: 11:00 - 24:00']",0,2022-06-14,맛있다,3,2.0,1.0,0.0
539,539,양옥주점,4.5,강서구,서울특별시 강서구 마곡중앙로 161-11 힐스테이트에코 111-2호,070-7543-6683,음식 종류 퓨전 중식,가격대 2만원-3만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-17,맛있다,3,3.0,0.0,0.0
540,540,공간녹음,,강서구,서울특별시 강서구 공항대로 227 403호,02-6953-6998,음식 종류 기타 양식,가격대 만원-2만원,웹 사이트 식당 홈페이지로 가기,0,0,2022-06-06,맛있다,3,3.0,0.0,0.0
541,541,신세계포차,,강서구,서울특별시 강서구 마곡중앙8로 86 105호,070-7543-7538,음식 종류 일반 주점,가격대 만원-2만원,0,0,0,2022-04-15,맛있다,3,3.0,0.0,0.0
542,542,꼼떼바베큐,,강서구,서울특별시 강서구 마곡중앙로 161-11 라마다호텔 B1,02-6929-3990,음식 종류 스테이크 / 바베큐,가격대 만원-2만원,영업시간 11:30 - 22:30,['16:00 - 17:00'],"['직화그릴바베큐플레이트', '23,800원', '바베큐플레이트 + 폭립', '25,800원', '씨푸드토마토파스타', '12,900원', '허니고르곤졸라피자', '13,800원', '새우 필라프', '8,800원']",2020-07-25,별로,7,2.0,1.0,4.0
543,543,밀작,,강서구,서울특별시 강서구 방화동로12길 18,02-2664-1025,음식 종류 베이커리,가격대 만원 미만,주차 주차공간없음,['10:00 - 23:00'],0,2020-08-24,괜찮다,10,7.0,3.0,0.0
544,544,숙달돼지,,강서구,서울특별시 강서구 강서로 415,02-3661-2472,음식 종류 고기 요리,가격대 만원-2만원,주차 무료주차 가능,"['월-금: 16:00 - 23:30', '토-일: 13:00 - 23:30']",0,2021-03-10,맛있다,5,5.0,0.0,0.0
545,545,선식당,,강서구,서울특별시 강서구 우현로 5,02-2608-8858,음식 종류 다국적 아시아 음식,가격대 만원-2만원,주차 주차공간없음,['11:00 - 22:00'],0,2019-11-30,맛있다,3,1.0,1.0,1.0
546,546,청풍동태탕,,강서구,서울특별시 강서구 화곡로68길 15 아벨테크노 2F 212호,02-3456-2654,음식 종류 해산물 요리,가격대 만원 미만,0,0,0,2021-09-10,맛있다,13,11.0,2.0,0.0
547,547,플루이드,,강서구,서울특별시 강서구 마곡중앙6로 70 1F 107호,070-7543-5080,음식 종류 카페 / 디저트,가격대 만원 미만,0,0,0,2022-06-06,맛있다,3,2.0,1.0,0.0
548,548,마곡오리,,강서구,서울특별시 강서구 양천로30길 11,02-3662-5292,음식 종류 닭 / 오리 요리,가격대 2만원-3만원,주차 무료주차 가능,['11:00 - 23:00'],0,2 일 전,맛있다,3,3.0,0.0,0.0
